date;transactions;median_transaction_value;av_transaction_value;market_cap;top_100_percent;active_addresses;tweets;google_trends;coin
22/04/2018;21704;53.987;28943;640881389;50.331;73373;478;0.046;doge
23/04/2018;19558;31.702;28435;639503916;50.22;62610;502;0.0488;doge
24/04/2018;21968;46.206;33210;657123321;50.308;65158;421;0.0499;doge
25/04/2018;20851;44.196;22374;607725051;51.199;72577;297;0.0391;doge
26/04/2018;20721;34.354;18770;598794891;51.025;60064;365;0.0484;doge
27/04/2018;21489;31.54;19995;642102902;50.901;62783;452;0.0378;doge
28/04/2018;22046;31.835;19529;631246541;50.818;64454;334;0.0484;doge
29/04/2018;20607;32.757;21470;621972214;50.732;69760;315;0.0492;doge
30/04/2018;22014;29.015;21932;610843278;50.445;66604;330;0.0456;doge
01/05/2018;20585;28.071;11418;581733710;50.409;61901;427;0.0425;doge
02/05/2018;21868;33.794;11946;603136700;50.389;65092;487;0.0526;doge
03/05/2018;24291;38.277;41705;624949633;50.189;66198;425;0.0562;doge
04/05/2018;23457;29.713;31441;612532767;50.065;67514;431;0.0435;doge
05/05/2018;22583;30.646;20050;599722904;49.952;62333;431;0.0536;doge
06/05/2018;21824;25.778;14870;571361771;49.941;73289;431;0.0541;doge
07/05/2018;23288;28.202;14497;553880542;49.846;72974;403;0.0527;doge
08/05/2018;23849;34.894;23852;587010201;49.816;66278;480;0.0654;doge
09/05/2018;22933;36.907;16752;576108156;49.753;66859;377;0.0532;doge
10/05/2018;22218;30.892;12199;572325152;49.722;67188;412;0.065;doge
11/05/2018;21513;27.487;9459;511739227;49.672;65828;369;0.0612;doge
12/05/2018;20996;23.474;12267;488066789;49.65;63573;396;0.0577;doge
13/05/2018;21277;20.958;11888;501870246;49.63;66436;384;0.046;doge
14/05/2018;23466;22.312;12355;506944130;49.586;68758;343;0.0457;doge
15/05/2018;25667;15.281;14169;521113117;49.567;68327;475;0.0599;doge
16/05/2018;23400;23.829;7901;500712581;49.684;72262;411;0.0565;doge
17/05/2018;23915;22.84;6715;498165569;49.695;67790;499;0.0493;doge
18/05/2018;23517;19.023;10716;477585860;49.628;69398;443;0.0468;doge
19/05/2018;23237;19.176;10594;487640850;49.592;65380;373;0.0389;doge
20/05/2018;22641;20.8;25968;493229861;49.55;76707;399;0.0467;doge
21/05/2018;22921;23.965;13339;494302111;49.602;67448;419;0.049;doge
22/05/2018;29174;9.516;4888;466505907;49.577;70219;410;0.0498;doge
23/05/2018;28679;18.123;14085;415545934;49.387;72460;373;0.0462;doge
24/05/2018;29023;11.355;6799;396751078;49.491;73994;354;0.047;doge
25/05/2018;26648;15.088;7188;404027838;49.51;72271;302;0.0377;doge
26/05/2018;23499;17.633;7926;402658908;49.45;67995;273;0.048;doge
27/05/2018;24572;17.044;6196;390520298;49.462;72943;247;0.0429;doge
28/05/2018;28626;13.366;4477;379200907;49.465;76942;240;0.0449;doge
29/05/2018;28129;14.431;4981;378185698;49.391;79561;261;0.0462;doge
30/05/2018;32909;14.615;5868;393584340;49.86;87825;319;0.0443;doge
31/05/2018;33996;14.574;5040;393160547;49.795;87754;280;0.0464;doge
01/06/2018;29424;17.732;3810;391524537;49.85;81508;271;0.0402;doge
02/06/2018;28093;23.762;4980;403037351;49.831;76673;308;0.0552;doge
03/06/2018;29073;24.13;9384;417819169;49.819;88662;331;0.0458;doge
04/06/2018;31932;35.92;4626;409855802;49.747;89116;379;0.0436;doge
05/06/2018;32252;40.349;4256;411878015;49.708;97946;406;0.0492;doge
06/06/2018;32154;37.032;8294;424508972;49.624;85684;351;0.0464;doge
07/06/2018;34776;37.259;5459;432707053;49.522;85654;354;0.0562;doge
08/06/2018;36867;35.066;4481;422524374;49.488;88138;390;0.0426;doge
09/06/2018;35590;34.222;3708;419140306;49.375;85521;301;0.0493;doge
10/06/2018;37355;44.144;8875;384001026;49.382;92593;327;0.0502;doge
11/06/2018;38462;44.592;3875;359622066;49.36;99158;339;0.0468;doge
12/06/2018;38940;34.571;3031;363120554;49.339;90124;393;0.0634;doge
13/06/2018;40148;41.941;3317;335781750;49.276;91313;372;0.0468;doge
14/06/2018;38759;46.159;5060;329077932;49.196;90585;432;0.0603;doge
15/06/2018;38391;50.033;4981;333559077;49.266;90851;312;0.0451;doge
16/06/2018;39933;43.641;2083;329743571;49.264;102473;727;0.0468;doge
17/06/2018;38578;97.698;2794;332115553;49.239;97919;648;0.042;doge
18/06/2018;42747;145.899;2518;334491968;49.208;92007;570;0.0389;doge
19/06/2018;36457;87.819;2640;345358165;49.16;72414;393;0.0389;doge
20/06/2018;33169;29.839;2657;342794940;49.134;67965;354;0.0372;doge
21/06/2018;24959;9.865;3294;343154357;49.101;60341;336;0.0372;doge
22/06/2018;25096;12.428;4024;318066570;48.983;60233;383;0.0372;doge
23/06/2018;25083;11.328;7048;301056912;48.954;55060;263;0.0389;doge
24/06/2018;24819;10.408;5276;288092541;48.889;61171;254;0.0389;doge
25/06/2018;26196;10.813;6439;288010630;48.842;60748;361;0.0341;doge
26/06/2018;26250;12.25;3270;288577944;48.835;58047;320;0.0372;doge
27/06/2018;26084;12.102;3671;279716044;48.843;58748;290;0.0341;doge
28/06/2018;26566;12.081;3647;277875701;48.89;54917;283;0.0389;doge
29/06/2018;24538;16.729;2849;264672258;48.848;58969;357;0.042;doge
30/06/2018;27091;12.619;3166;287735724;48.788;59020;326;0.0372;doge
01/07/2018;25776;12.444;3250;290735165;48.787;63120;528;0.0341;doge
02/07/2018;26187;12.086;3953;298621342;48.771;57194;442;0.0341;doge
03/07/2018;27404;15.903;5771;310032295;48.662;57552;394;0.0389;doge
04/07/2018;28133;15.895;5781;306076901;48.661;58921;374;0.0403;doge
05/07/2018;26824;15.497;3107;303266337;48.653;56670;405;0.0359;doge
06/07/2018;23194;10.116;4427;299566684;48.62;52323;445;0.031;doge
07/07/2018;21768;7.514;4554;300887000;48.577;49595;397;0.0341;doge
08/07/2018;21930;8.65;3960;305033798;48.541;57815;379;0.0372;doge
09/07/2018;22270;7.936;3693;302972392;48.545;55187;377;0.0389;doge
10/07/2018;21806;9.187;4642;287896771;48.548;52592;339;0.0372;doge
11/07/2018;22902;7.875;6642;280554790;48.81;53757;399;0.0341;doge
12/07/2018;22363;8.183;3572;268815179;48.828;53984;377;0.0389;doge
13/07/2018;22749;8.404;4009;268526008;48.838;50442;395;0.0341;doge
14/07/2018;22059;7.024;2612;269384302;48.832;51445;335;0.0468;doge
15/07/2018;22701;7.121;3865;274207899;48.813;60087;324;0.042;doge
16/07/2018;24594;8.045;5512;292036863;48.72;59731;502;0.07;doge
17/07/2018;25712;14.141;15546;344950704;48.812;57047;753;0.11;doge
18/07/2018;27493;17.655;23908;407222040;49.003;63551;985;0.172;doge
19/07/2018;24813;11.232;13290;425190256;49.66;58637;908;0.144;doge
20/07/2018;24384;16.439;7723;417858987;49.698;55837;491;0.104;doge
21/07/2018;19987;11.054;5384;397552965;49.63;48858;465;0.0634;doge
22/07/2018;22184;11.481;6650;406290765;49.621;57601;526;0.0761;doge
23/07/2018;22591;14.079;6393;406544673;49.562;56143;485;0.084;doge
24/07/2018;22475;12.736;7553;408489752;49.923;53707;439;0.084;doge
25/07/2018;22596;13.63;6913;408165663;49.878;53313;398;0.073;doge
26/07/2018;22868;11.429;6898;405342490;49.892;55346;346;0.0682;doge
27/07/2018;21977;12.077;14385;391749532;49.843;52871;429;0.062;doge
28/07/2018;21780;10.379;7816;396145163;49.93;50615;432;0.0634;doge
29/07/2018;22263;10.225;6670;386743355;49.935;58573;400;0.0682;doge
30/07/2018;22914;11.604;3368;375799653;49.902;55536;426;0.0603;doge
31/07/2018;22219;11.239;4422;358050871;49.896;53569;497;0.0603;doge
01/08/2018;22787;9.026;3884;347464252;49.795;56539;462;0.062;doge
02/08/2018;21012;12.081;3685;349007968;49.8;49417;416;0.0603;doge
03/08/2018;24658;6.853;3122;337250185;49.786;53926;396;0.0603;doge
04/08/2018;22232;5.873;2920;334769275;49.864;51309;386;0.0651;doge
05/08/2018;22506;7.127;1871;329153536;49.973;62085;377;0.0603;doge
06/08/2018;24924;6.532;3273;328246460;49.998;55477;404;0.0603;doge
07/08/2018;25375;6.903;2579;319903245;50.8;55246;405;0.062;doge
08/08/2018;25121;6.919;1970;289373833;50.869;56190;454;0.0634;doge
09/08/2018;24799;7.231;1639;278637545;50.843;54218;411;0.042;doge
10/08/2018;23712;7.231;962.624;291174594;null;null;411;0.0499;doge
11/08/2018;21036;6.458;1882;276084226;null;null;368;0.0462;doge
12/08/2018;22092;5.846;1094;277343862;null;null;383;0.0439;doge
13/08/2018;23768;7.189;3085;277167985;50.774;53111;425;0.0448;doge
14/08/2018;25156;8.658;1073;251074605;50.773;55064;416;0.0642;doge
15/08/2018;26027;6.978;759.526;269095432;51.045;55171;423;0.0449;doge
16/08/2018;29822;4.566;1245;264028193;51.076;62303;701;0.0482;doge
17/08/2018;29487;7.141;2799;275325588;51.072;62651;520;0.0539;doge
18/08/2018;27607;9.797;1639;283422554;50.95;55367;378;0.0545;doge
19/08/2018;28096;9.591;2043;278649621;50.998;63126;409;0.0487;doge
20/08/2018;28342;8.524;3279;281602600;50.993;66781;471;0.0548;doge
